title,content,source_type,source_file,source_url,detail_url
"(21.2월 발생) 메신저피싱 60대 여성 2_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
60대
여성
메신저피싱
2021년 2월 ○○일 오후 3시경에 딸을 사칭하여
“휴대폰이 고장이 나서 전화를 쓰게 되었다”며
“전화번호를 카톡추가 하라”고 하여 하였더니
급하게 “엄마카드로 상품권을 사고 현금반환 계좌번호를 알려줘” 해서
“상품권을 카드로 살수 없다”고 하자
“이번에 더 저렴하게 살수 있어. 앱설치를 부탁해”해서 앱을 설치하고,
“비번 알려줘” 해서 알려주었더니
휴대폰이 3시간 정도 통제가 되지 않고 계속 진행되었습니다.
오후 5시경 집에 오니 진짜 딸이 보이스피싱 당한 것 같다고 연락해왔습니다.
확인해보니, 내 ○○계좌에서 450만원정도 ▢▢은행에서 20만원정도 인출되어 있었습니다.","hwp_attachment","(21.2월 발생) 메신저피싱 60대 여성 2_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=de360b8e545595c460e5a8353e2b8145&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35292&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(21.2월 발생) 메신저피싱 60대 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
60대
여성
메신저피싱x
2021년 2월 00일 오후 낯선 문자가 하나 떴습니다.
“누구냐?”고 했더니,
“엄마 딸”이라면서 시집 간 딸이 문자 보내는 말투, 이모티콘이 너무 똑같아
“이게 뭐냐?” 하고 물었더니,
“아침에 출근하다가 전화기 액정이 깨져서 대리점에 맡겼더니 급한 연락할 때만 쓰라고 빌려줬어. 문자랑 카톡만 돼. ○○○○○로 카톡 친구추가 해줘” 라고 해서 카톡 친구추가 해주었더니, 카톡에 들어왔습니다.
“휴대폰으로 받아야 할 문자가 있는데, 전화기를 대리점에 맡겨서 못 받으니까 엄마 전화로 잠깐 문자 받고 일하려고 해.”
그리고는 애플리케이션 화면이 떴습니다.
“이거 누르고 잠깐만 기다리고 있어봐~ 내가 급한 볼일만 좀 받게” 그러기에
“그러마” 했더니,
“아, 엄마 폰이 명의가 본인이 아니야. 본인확인하게 신분증 앞뒤 사진이랑 카드 앞뒤사진이랑 찍어서 보내줘”라고 하는 것이었습니다.
그래서 사진을 찍어 보냈는데, 이상하게 그 때는 다른 카톡과 전화, 문자는 한 번도 오질 않았습니다.
다음 날 아침 제가 수술후 치료 받으러 병원 가는 길에 카톡이 왔습니다.
“엄마, 병원이야?”
그동안 제 딸과 대화한 카톡을 읽었는지 모든 상황을 알고 있는 듯 했습니다.
“전화는?”
“아, 지금 대리점 가고 있는 중. 참 신용카드 사진도 좀 보내줘~ 오전 중에 끝나”
“얼른 전화 찾아~” 하면서 신용카드 앞뒤면 사진을 찍어 보내주었습니다.
그런데, 직장에 출근했던 아들이 뛰어 들어와 전화를 보니까 어제 그 시간부터 저에게 왔던 전화들은 차단 표시가 되어 있고 그동안 했던 문자와 카톡내용 모두가 사라져 버렸습니다.
구글플레이에서 ○건의 소액결제를 하고 문자가 와 있어서 이메일을 열어보니까, ▢▢은행에 대출신청한 동의서가 들어있었습니다. ▢▢은행에 전화했더니 이미 내 이름으로 약 2천4백만원이 대출되어 여섯 명에게 나누어 송금했다고 하면서 원격조정으로 내 핸드폰이 해킹을 당한 거라고 했습니다.
태어나서 한 번도 거래가 없었던 ▢▢은행에서 통장이 개설되고 소액결제와 대출신청이 인정되어 대출이 되었다 하니 납득이 되지 않습니다.","hwp_attachment","(21.2월 발생) 메신저피싱 60대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=9617676861dea04e845807e4abca51aa&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35291&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(21.1월 발생) 신분증 탈취에 의한 대출사기 40대 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
40대
여성
대출빙자형
2021년 1월 14일에 ○○저축은행으로 사칭한 곳으로부터 대출권유 문자를 받고 저의 운전면허증을 송부하였을 뿐 대출을 신청하지는 않았습니다.
사기범은 제 신분증으로 대포폰을 만들었고, 신분증과 대포폰을 이용하여 본인인증을 거쳐 제 명의로 증권회사 비대면계좌를 만들었습니다.
그리고나서 ○○저축은행에서 제 신분증과 대포폰, 그리고 제 명의로 개설된 증권회사 계좌 소액이체를 통해 본인인증을 거친 후 비대면 디지털 콜 대출 500만원을 동 증권회사 계좌로 받아서 탈취하여 갔습니다.","hwp_attachment","(21.1월 발생) 신분증 탈취에 의한 대출사기 40대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=c316875d548d4277089431a2db95a378&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35290&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(21.1월 발생) 메신저피싱 50대 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
카톡 및 문자
50대
여성
메신저피싱
2021년 1월 ○○일(토) 아들이라며 휴대폰의 카톡과 문자메시지로 자기 폰에 문제가 생겼다고 하였습니다. 티몬이라는 사이트에 계정을 만들어야한다며 지정하는 사이트(원격으로 내 휴대폰을 공유하는 앱)을 설치하라고 하여 설치하였습니다.
그런 다음 통장번호와 통장 비밀번호, 신용카드 비밀번호(카드번호 제외)를 요구하여 알려주었습니다. 또 신분증을 찍어 보내라고 하여 운전면허증을 찍어서 보냈습니다.
그런 후 당일(토)과 익일(일)에 걸쳐 이 통장과 연계되어 있는 □□카드로 현금서비스 7,200,000원과 □□장기대출(카드론) 2건으로 29,900,000원이 대출되었고, 그 금액을 보이스피싱 범죄자들이 제 이름으로 개설한 △△투자금융의 계좌로 1차 이체하였고 또 다시 ◇◇투자증권 주식계좌를 개설하여 피해금액을 이체한 후 대포통장 등을 이용해 인출하여 갔습니다.","hwp_attachment","(21.1월 발생) 메신저피싱 50대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=604b9a85a89c129660ce5097bc6cbe92&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35289&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(20.12월 발생) 메신저피싱 50대 여성_","
사기 유형
최초 접근방법
피해자 연령
피해자 성별
메신저피싱
문자메시지
50대
여성
2020.12.○○일 발생
① 10:52 문자수신 “엄마, 폰 액정 깨져 문자만 됨”
② 10:57 딸(사칭), 주민증 사본, 비밀번호, 통장비밀번호 요청
③ 10:58 피해자, 주민증, 신용카드, 통장번호, 비밀번호 발송
④ 11:00 딸(사칭), 악성 앱 URL 발송 및 설치 요구
https://play.google.com/store/apps/details?id=com.teamreviewer.quicksupport.market
⑤ 11:24 피해자 폰에서 앱 생성 https://start.teamreviewer.com/719723616
⑥ 11:57 ○○계좌번호+비밀번호 요구 및 자료발송
⑦ 14:00 피해자 “핸드폰이 왜이리 뜨거울까?” 하고 딸한테 전화
“너 아직까지 전화기 폰 고치가 있냐?”
딸 “엄마, 무슨 소리야 그거 보이스피싱 아니야?”
피해자 “어~ 너 폰에 문제 없구나”
딸 “그래, 내 폰에 아무런 문제 없지”
그때 아차 싶어서, 신고(112에 신고)하고, □□카드에 전화하니 현금서비스 360만원 인출되었고, 카드론 2,500만원 진행중
⑧ 14:30 경찰서로 직접 달려감
⑨ 14:40 경찰서에서 보이스피싱 사건 접수 및 상담 중 ○○에 전화하여 확인해보니 “귀하의 ○○계좌에서 △△투자증권으로 1,300여만원이 이체되었다” 알려줌
⑩ 15:55 문자수신 “[◇◇] 귀하의 ◇◇계좌에서 △△투자증권 유** 계좌로 3,000,000원 이체완료”
⑪ 16:03 문자수신 “[◇◇] 귀하의 ◇◇계좌에서 ○○ 김** 계좌로 450,000원 이체완료”
⑫ 16:13 문자수신 “[◇◇] 귀하의 ◇◇계좌에서 ○○ 최** 계좌로 465,000원 이체완료”","hwp_attachment","(20.12월 발생) 메신저피싱 50대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=eb28647b9145d47c4d237c6a591378da&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35288&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(20.10월 발생) 문자메시지에 의한 대출빙자형 50대 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
50대
여성
대출빙자형
2020년 10월 00일 ○○은행에서 대출이 된다는 문자를 받고 상담신청을 했습니다. 다음 날 전화가 걸려와 자신은 ○○은행 직원이라며 마이너스 대출이 가능하다고 하면서 ○○은행 대출신청서를 작성하라고 양식을 보내주었습니다.
그걸 깔았더니 핸드폰에서 악성앱이라고 뜨고 기존의 은행앱에서는 업무를 볼 수 없어서 그 직원에게 이를 말했더니 다른 앱을 깔라고 해서 깔았습니다.
다음 날 그 직원이라는 자가 전화하여 “주택담보대출 받은 걸 왜 말하지 않았어요?”라고 하면서 “그럼 고객님 통장에 돈을 넣어줄 테니 그걸로 한도조정 해서 마이너스 대출을 받을 수 있습니다”라고 하더라구요.
다음날 10시쯤 카드회사 직원이라고 하면서 다른 분이 나에게 전화하여
“본인인증을 해야 하니 인증번호 가면 불러 주세요”라고 해서 말해주었고,
“2시간 있다가 돈이 들어갈 텐데 은행에 가서 현금으로 찾아서 카드사 직원이 가면 주세요.” 라고 해서,
내가 “왜 현금으로 찾아서 줘야 해요?”라고 했더니,
“계좌로 보내면 기록이 남아서 한도 생성이 안 됩니다.”라고 했습니다.
그리고 나서 돈을 찾아 카드사 직원이라는 자에게 줬고 1시간 후엔 연락이 안 되어서 보이스피싱 당했다는 걸 알았죠.
순식간에 천만원을 사기 당했습니다.","hwp_attachment","(20.10월 발생) 문자메시지에 의한 대출빙자형 50대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=e464680739cec7bdd17ca62e22556a4c&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35286&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"(20.10월 발생) 대면편취 남성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
유선통화
남성
대면편취
2020년 10월 ○○일 □□은행 여의도 담당 이** 대리라고 전화가 왔었습니다. 이** 대리가 비싼 이자 금융권 대출 있으면 대환대출 해주겠다고 하였습니다. 전화번호가 1588-9999여서 일단 전화를 끊고 다시 확인하였더니 □□은행 전화가 맞아서 믿고 대환대출을 하기로 했습니다. 그리고 제가 대출한 금융회사들에 대환대출 협조공문을 보낸다고 하여 그렇게 해달라 하였습니다.
다음 날 오전, △△△캐피탈 김** 대리라는 사람한테 전화가 왔는데 저한테 금융법 위반을 했다고 하면서 무작정 제가 대출한 금액 전액을 갚으라고 했습니다. 금융감독원에서 알면 제가 벌금을 물려야할 사항이라고. 그래서 저는 □□은행에서 대출받아 갚으면 되는데 그런 법이 어디 있느냐 라고 따졌습니다. 그런데 대출 받은 지 6개월이 안되었는데 대출진행을 하면 그 자체가 불법이라고 했습니다. 그래서 전화 끊고 그곳에서 온 전화번호 1577-2280으로 전화해봤더니 △△△캐피탈이라는 ARS음성안내가 나와서 업체를 믿었습니다.
□□은행 이** 대리가 사정해서 △△△캐피탈에서 그런 전화가 왔다면 직원한테 사정해서 얼마라도 갚으라고 했습니다. 그래서 △△△캐피탈 직원한테 부탁했더니 60%를 상환하라고 했습니다. 저는 은행계좌를 불러달라 했는데 금융감독원에서 정지시켜놔서 현금으로 수납해야 한다고 했습니다.
그럼 제가 지점으로 가서 납부하겠다고 했는데 그것도 안 된다고 하면서 채권회수 직원을 저한테 보냈습니다. 그래서 현금 870만원을 주었습니다. 그런데 그 다음날 □□은행 이** 대리가 전화가 와서 □□은행 지점장이 대출 보류를 했다고 하면서 나머지를 완불하면 대출승인을 해주겠다고 했습니다.
△△△캐피탈로 다시 전화해서 완불하겠다고 했습니다. 오전 10시경, 또 다른 직원이 제 사무실에 와서 595만원을 수금해갔습니다. 그리고 저는 □□은행 이** 대리한테 전화를 했더니 오전 11시 전화드리고 대출실행을 해준다고 염려마시고 기다리라고 해서 기다렸습니다. 11시 30분이 되도 연락이 안와서 11시 40분경에 세번 정도 전화했더니 전화를 안받아서 사기당한 것을 느끼고 바로 경찰서로 가서 신고를 했습니다.
사실 좀 이상한 느낌이 들어서 금융감독원 1332로 전화했었는데 그 직원분이 주민번호 앞자리 물어보고 전화해준다던데 전화도 안오더군요. 경찰서에서 그러는데 제 휴대폰에 불법 어플이 깔려서 금감원에 전화해도 그놈들이 전화를 받는다는 것을 나중에야 알았습니다.","hwp_attachment","(20.10월 발생) 대면편취 남성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=6e45bc0d5252ba85dc0b49d3ec338569&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35285&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
"가상화폐거래소를 통한 보이스피싱 피해사례_","
가상화폐 거래를 통한 보이스피싱 피해사례
□ 가상화폐 거래소 회원인 A는 “가상화폐를 대리구매할 사람을 모집한다”는 문자메세지를 받고 성명불상(사기범)의 B에게 연락
◦ A는 B로부터 구매금액의 5%를 받기로 하고 자신의 은행계좌에 입금된 7,300만원* 중 대가를 제외한 6,935만원을 가상화폐거래소를 통해 가상화폐로 구매하여 사기범의 지시대로 외부 전자지갑 주소로 출금
* 동 자금은 저금리 대출을 해주겠다는 보이스피싱 사기범 일당에게 속은 피해자들이 A의 은행 계좌로 송금한 피해금임
◦ A가 여러 차례 거액이 입금된 것을 보고 불법 연루 가능성을 의심하자 사기범 B는 “그 동안 거래를 못 하고 있던 투자자들이 한꺼번에 몰렸다”며 A를 안심시킨 것으로 보임
□ 그날 오후 A는 거래은행으로부터 “계좌가 보이스피싱 사기에 이용되어 지급정지되었다”는 문자를 받고 사기에 연루되었음을 인지하였으나 사기범은 연락이 두절
◦ A는 사기방조 혐의로 형사재판 중이며, 이와 별개로 피해자가 제기한 손해배상소송 결과에 따라 피해금액을 배상할 가능성
가상화폐를 통한 피해금 인출흐름
漠杳","hwp_attachment","가상화폐거래소를 통한 보이스피싱 피해사례_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=7ca9785b61ee786c309cc508879621c2&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35283&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=4"
"휴대폰 앱을 이용한 신종 보이스피싱 피해사례_","
제 목 : 휴대폰 앱을 이용한 신종 보이스피싱 사례 발생
□ 최근 제주지역에서 금융감독원 직원(“김석제”)을 사칭하여, 휴대폰 원격조종이 가능한 특정 프로그램(앱)을 설치하도록 유도 후 대출금 및 기보유 예금 등 총 199백만원을 편취한 사례 발생
① 사기범은 “416불 해외 결제”라는 허위 문자메시지를 발송, 피해자가 발신번호로 전화하자 마치 카드회사인 것처럼 전화를 받고
- 카드부정사용 신고를 접수하였으니 경찰로 이첩할 것임을 안내한 후, ◎◎경찰서로 속이고 전화하여 금감원에서 연락이 갈 것이라고 재안내
② 금감원 직원 “김석제”라고 사칭하며 피해자 명의로 발급된 불상의 계좌가 자금세탁에 이용되고 있어 조치가 필요하다고 기망하여 휴대폰에 팀뷰어 프로그램(앱명 : Quick Support)을 설치하도록 유도
③ 앱 설치 이후 사기범은 피해자의 휴대폰을 원격조종하여 카드사 현금서비스 2건, 카드론 2건 등 4건의 대출을 실행받아 편취하고*
* 정상적으로 계좌이체 되는지 시험해보는 것이라고 속인 후 수취계좌번호 등을 사기범이 입력하고 피해자가 비밀번호만 입력하여 'LE VAN LOC', 'NGUYEN THI' 등 명의의 국내은행 계좌로 49백만원 이체
- 그 다음날 같은 수법으로 예금 ‘150백만원’을 ‘ㅇㅇㅇ’ 계좌로 이체받아 편취하는 등 199백만원을 편취
","hwp_attachment","휴대폰 앱을 이용한 신종 보이스피싱 피해사례_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=d94dc09cbd650155b5656c759015100d&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35282&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=4"
"최근 주요 피해 사례_","
□2019년 3월 피해자 A(48세, 중소기업 운영)는 본인이 사용한 적이 없는데도 신용카드 해외결제 문자메시지를 받고 확인하기 위해 문자메시지에 기재된 전화번호로 전화
◦ 전화 상담원은 A에게 “명의가 도용된 것 같으니 대신 경찰에 신고해 주겠다”며 A를 안심시킨 후 경찰에서 연락이 갈 것이라고 안내
□잠시후 금융감독원 직원이라고 소개한 사람(사기범)이 “경찰에서 전화가 왔는데, 당신 명의로 발급된 계좌가 범죄자금세탁에 이용되었으므로 모든 계좌를 직접 확인해야 한다”고 하면서 A에게 휴대폰에 원격조종 애플리케이션을 설치할 것을 요구
◦사기범은 A의 휴대폰을 원격조종하면서 신용카드사의 현금서비스, 카드론 대출을 실행하고 “정상적으로 이체되는지 시험해보겠다”며 A에게 직접 비밀번호를 입력하게 하여 다른 계좌로 49백만원을 이체
□2019년 2월 피해자 B(56세, 자영업)는 1577-XXXX 전화번호로 “OO캐피탈 대출 팀장입니다. 1천만원 전환대출이 가능한 대상으로 선정되었는데 신용점수가 부족하니 대출을 발생시켜 갚는 방법으로 신용등급을 올리면 됩니다”라는 사기범의 전화를 받음
◦ B는 사기범의 요구대로 대출전용 앱*을 설치한 뒤 신용점수를 올리기 위해 △△카드사로부터 카드론대출 500만원을 받아 다시 갚기 위해 △△카드사 대표전화 1588-XXXX로 전화함
* 피해자가 휴대폰에서 거는 전화를 가로채는 악성 앱으로서, 피해자가 △△카드 대표전화 또는 경찰서, 금감원으로 전화하더라도 모두 사기범 일당에게 연결됨
◦ 카드사 상담원을 가장한 사기범 일당으로부터 “고객님의 카드론 상환을 위해 C의 □□은행 계좌 xxxx로 입금해 주세요”라는 안내를 받고 C의 계좌로 500만원을 송금
□이후 B는 대출이 되었다는 연락이 없어 이상하게 여기던 중 △△카드사의 대금청구서를 받고 카드론대출이 상환되지 않은 것에 대해 문의하는 과정에서 보이스피싱을 당한 사실을 알게 됨
","hwp_attachment","최근 주요 피해 사례_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=8b841e00091a2dd547b033dcbd7b310e&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35281&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=4"
"보람저축은행을 사칭한 대출사기 사례","제도권 금융회사 유사명칭('보람저축은행')을 불법으로 사용하여 홈페이지(
http://www.boram-bank.com/
)를 만들고, 이를 이용하여 대출사기를 시도하는 사례가 발생하였습니다.","inline_html","","","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35275&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=4"
"금융당국의 최근 제도 개선 내용을 파밍에 이용하는 사례","‘16.3.12.부터 대포통장을 거래하거나 대출사기를 저지른 자 등은 금융질서문란행위자로 등록, 최장 12년간 금융거래시 불이익을 받게 되는 제도개선 내용을 범죄에 인용하는 사례가 발견되었습니다.","inline_html","","","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35272&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=5"
"휴대전화 사기와 결합한 새로운 보이스피싱 피해 사례","최근
휴대전화 사기와 결합한 새로운 보이스피싱 수법
이 등장했는데요.
이들은 범행 추적을 막기위해 휴대전화를 받을 때 일반 가정집으로 물품을 배달시키고 택배기사에게 소화전 등 특정장소에 물품을 놓아두도록 한 뒤, 퀵서비스 기사를 가장해 현장에서 물품을 찾아오는 등 치밀한 모습을 보였습니다.
은행 계좌에 100만원 이상의 돈이 입금되면 30분 동안 이를 찾을 수 없도록 하는
지연인출제 도입으로 보이스피싱 범행이 어려워지자
사기범들이 위와 같이 새로운 수법으로 범행을 저지르고 있습니다.
.","inline_html","","","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35271&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=5"
"개인 휴대폰 및 집전화 뿐만 아니라, ""사무실 전화""로도 보이스피싱 전화가 걸려오니 주의하...","
※ 직장 사무실 전화로 걸려온 보이스피싱 전화의 수신내용 개요
1. 수신시각 : 2015.6.17. 10:08
2. 발신번호 : 001004008004
3. 내용 :
(1) 우체국에서 발송한 등기를 장기간 받지 않아 반송 조치하겠다는 ARS 전화가 왔고, 상담원 연결을 원하면 9번을 누르도록 유도
(2) 9번을 누르자, 한 남성에게 전화가 연결됐고 본인의 이름을 물어봄
(3) 이름을 말해주자, 본인 앞으로 마이너스통장이 발급되었고, 동 내용을 확인해 주겠다며 추가적인 금융거래 정보를 말하도록 유도","inline_html","","","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35259&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=6"
"익스플로러 팝업창을 통한 피싱사이트 유도 피해_","□ 인터넷 뱅킹 팝업창을 통한 피싱사이트 유도 사례
<사기수법>
□ 피해자의 PC를 악성코드에 감염시켜 인터넷 실행 중 네이버, 다음(Daum) 등 사이트에 접속 시 피싱사이트로 유도하는 팝업창을 게시하고, 피해자가 팝업창의 내용에 대한 의심 없이 팝업창 클릭 시 피싱사이트로 유도하게 한 뒤 개인(금융거래)정보를 편취하는 수법
<피해사례>
(사례 1)
□ 서울 송파구에 거주하는 송모씨(남, 40대초반)는 ’13.6.22일 14시경 회사 컴퓨터를 통해 인터넷을 실행 후 네이버(http://naver.com)에 접속하자 금융감독원을 사칭한 보안인증 팝업창이 뜨는 것을 확인하였고,
◦ 해당 팝업창을 클릭하자 개인금융거래정보를 입력하라는 내용을 보고 사기임을 의심하지 않고 관련 정보 일체를 입력하였는데,
◦ 같은 날 18시부터 19시까지 약 한시간 동안 총 32회에 걸쳐 6,400만원 상당의 금전 피해를 입음
(사례 2)
□ 충남 논산시에 거주하는 전모씨(남, 40대초반)는 ’13.7.4일 16시경 자택 컴퓨터를 통해 인터넷을 실행 후 네이버(http://naver.com)에 접속하자 금융감독원을 사칭한 보안인증 팝업창이 뜨는 것을 확인하였고,
◦ 해당 팝업창을 클릭하자 개인금융거래정보를 입력하라는 내용을 보고 사기임을 의심하지 않고 관련 정보 일체를 입력하였으며, 익일 오전 10시경에도 동일한 팝업창을 통해 접속하여 본인 소유의 타 계좌의 정보 일체도 입력하였는데,
◦ 7.4일 22시~7.7일 01시까지 약 이틀 동안 총 15회에 걸쳐 3,000만원 상당의 금전 피해를 입음","hwp_attachment","익스플로러 팝업창을 통한 피싱사이트 유도 피해_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=749d470e8a786ae6d7e2c70bb2bdacee&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35245&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=7"
"쇼핑몰 무통장입금 결제창을 통한 피해_","□ 쇼핑몰 결제창을 이용한 파밍 수법의 보이스피싱
<사기수법>
□ 쇼핑몰에서 물건을 구매하고 대금결제(실시간 계좌이체)를 위해 “뱅킹”버튼을 선택할 경우, 이미 악성코드에 감염된 이용자의 PC를 피싱사이트로 접속하게 한 뒤 개인(금융거래)정보를 편취하는 수법
<피해사례>
□ 제주시 거주 강모씨(20대, 여)는 ‘13.3.27일 오후 4시경 인터넷쇼핑몰인 “△△감성”사이트에서 옷을 구매하면서 결제수단 중 실시간 계좌이체를 선택하고
◦ 인터넷뱅킹으로 계좌이체를 하기위해 결제창內 “뱅킹”버튼을 선택하였는데 악성코드에 감염된 PC로 인하여 N은행 피싱사이트로 유도되어
◦ 보안카드 코드번호 전체와 계좌비밀번호, 인터넷뱅킹아이디 등의 금융거래정보를 입력하였음
◦ 이후 피해자의 금융거래정보를 알아낸 사기범이 공인인증서를 재발급 받아 3.28일 새벽 1시경 피해자 명의의 인터넷뱅킹을 통해 258만원을 사기범계좌로 이체하여 편취","hwp_attachment","쇼핑몰 무통장입금 결제창을 통한 피해_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=ea3e03c430a35d2d91e795a12e91da33&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35244&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=7"
"해킹사고 빙자 피해_","□ 해킹사고를 빙자한 보이스피싱
<사기수법>
□ ’13. 3. 20.에 발생한 해킹사고를 빙자하여 경찰청 사이버수사대를 사칭하여 보안강화를 명목으로 개인정보 및 금융거래정보를 편취하는 수법
<피해사례>
□ 대전시 거주 박모씨(60대)는 ‘13.3.21일 오후 5시경 경찰청 사이버수사대를 사칭한 사기범으로부터 최근 주요은행 및 방송사의 해킹사고로 보안강화가 필요하다며 인터넷뱅킹 거래는 위험하니 텔레뱅킹 거래를 하여야 한다는 전화를 받고
◦ 피해자는 N은행에 텔레뱅킹 거래를 신청하고 사기범에게 텔레뱅킹 이용을 위한 계좌번호, 비밀번호, 보안카드코드번호 등을 알려 주었으며
◦ 사기범은 피해자 명의 텔레빙킹 거래를 통해 피해자 통장에서 190만원을 사기범계좌로 이체하여 편취","hwp_attachment","해킹사고 빙자 피해_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=eb0606c14a90ae49c8dbe4b326e317c1&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35243&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=8"
